sample_time;computation_time;detection;fpic_rank;fpim_rank;fwaf_rank;fiml_rank;fx_rank;det;diff
0.000000;0.007514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.049859;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.100024;0.004514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.149914;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.199989;0.005004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.250251;0.003000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.300001;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.349935;0.003000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.400000;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.450026;0.003997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.500097;0.003000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.550096;0.003507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.599893;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.649999;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.699908;0.002997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.750080;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.799911;0.003002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.850009;0.004007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.900262;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.950094;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.999916;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.050052;0.005224;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.100027;0.003998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.150119;0.003503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.200060;0.003004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.249885;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.300046;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.350002;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.400075;0.003507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.449914;0.005003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.500303;0.004008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.549990;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.600047;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.650056;0.005513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.700398;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.750157;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.799941;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.850075;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.899957;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.950148;0.004997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.000045;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.049966;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.100103;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
