sample_time;computation_time;detection;fpic_rank;fpim_rank;fwaf_rank;fiml_rank;fx_rank;det;diff
0.000000;0.007514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.049868;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.099998;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.149838;0.004505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.199973;0.004004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.249837;0.003000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.300020;0.005042;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.350248;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.399994;0.004513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.449860;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.500010;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.550174;0.003517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.599878;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.650000;0.003939;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.699883;0.003998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.750012;0.005509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.799874;0.004006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.850054;0.003997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.900167;0.003513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.949996;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.999893;0.003508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.050031;0.003503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.100039;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.150009;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.200059;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.249910;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.300083;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.349911;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.400042;0.004510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.449933;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.500052;0.004504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.549902;0.004516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.600036;0.005505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.649919;0.006010;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.700074;0.005510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.750057;0.006005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.800084;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.850092;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.899929;0.005519;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.950086;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.999953;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.050095;0.006507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.099964;0.004010;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.150091;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.199969;0.004518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.250118;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.299934;0.003509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.350076;0.004011;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.400187;0.004996;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.450086;0.003510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.499977;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.550122;0.004011;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.600084;0.004015;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.650035;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.700106;0.004520;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.749956;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.800389;0.005034;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.850006;0.005004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.900144;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.949996;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.000329;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.050030;0.005509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.100161;0.005521;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.150134;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.200123;0.005522;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.250121;0.004003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.300026;0.004520;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.350174;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.400007;0.004519;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.450173;0.004997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.500009;0.006021;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.550155;0.005008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.600050;0.004523;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.650172;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.700047;0.004506;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.750145;0.004014;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.800037;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.850180;0.004511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.900307;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.950048;0.004521;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.000071;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.050052;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.100070;0.004011;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.150070;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.200066;0.003454;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.250089;0.004518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.300038;0.004510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.350211;0.005003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.400200;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.450205;0.005003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.500057;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.550158;0.004014;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.600206;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.650257;0.004524;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.700094;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.750237;0.006026;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.800117;0.005507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.850123;0.004012;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.900219;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.950088;0.004518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.000225;0.003998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.050111;0.004514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.100428;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.150106;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.200263;0.004521;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.250243;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.300089;0.006045;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.350287;0.005743;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.400241;0.005295;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.450233;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.500102;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.550135;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.600107;0.004512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.650256;0.004997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.700276;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.750269;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.800251;0.005513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.850165;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.900137;0.003511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.950166;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.000292;0.005518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.050276;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.100179;0.005508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.150154;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.200278;0.005508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.250487;0.005505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.300287;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.350277;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.400197;0.007515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.450320;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.500185;0.005006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.550311;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.600195;0.003997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.650215;0.003509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.700299;0.004517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.750198;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.800210;0.004513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.850370;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.900370;0.003503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.950337;0.005009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.000194;0.004504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.050187;0.004010;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.100195;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.150330;0.005064;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.200333;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.250448;0.005510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.300227;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.350361;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.400599;0.005513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.450396;0.005223;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.500460;0.003998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.550219;0.003053;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.600354;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.650218;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.700375;0.005011;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.750367;0.003001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.800233;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.850365;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.900233;0.003508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.950354;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.000599;0.004511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.050267;0.004004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.100433;0.003504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.150384;0.005009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.200255;0.005504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.250253;0.004009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.300393;0.003000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.350415;0.004515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.400394;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.450512;0.004506;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.500430;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.550431;0.005509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.600398;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.650428;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.700439;0.004515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.750404;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.800458;0.006513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.850430;0.005004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.900651;0.005507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.950460;0.005513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.000288;0.006005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.050372;0.004503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.100318;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.150336;0.005513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.200339;0.004997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.250462;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.300459;0.004997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.350443;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.400479;0.005508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.450347;0.004510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.500304;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.550438;0.004510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.600502;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.650494;0.004503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.700328;0.004010;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.750318;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.800467;0.004514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.850472;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.900684;0.003503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.950370;0.003510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.000362;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.050787;0.004514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.100493;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.150344;0.003507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.200377;0.005008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.250495;0.004499;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.300542;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.350389;0.004513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.400360;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.450506;0.003998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.500539;0.004514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.550384;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.600453;0.006520;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.650515;0.005504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.700568;0.006015;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.750393;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.800566;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.850563;0.004506;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.900425;0.004005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.950546;0.004506;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.000519;0.004011;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.050402;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.100430;0.004508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.150536;0.003508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.200585;0.004505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.250390;0.004012;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.300545;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.350583;0.004041;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.400585;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.450786;0.003511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.500853;0.004007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.550424;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.600870;0.005524;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.650805;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.700644;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.750589;0.003504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.800570;0.004009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.850465;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.900618;0.004518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.950458;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.000542;0.003505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.050605;0.004016;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.100482;0.003002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.150605;0.004528;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.200591;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.250485;0.004525;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.300595;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.350484;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.400605;0.004065;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.450631;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
