sample_time;computation_time;detection;fpic_rank;fpim_rank;fwaf_rank;fiml_rank;fx_rank;det;diff
0.000000;0.010000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.049950;0.006523;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.100039;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.150035;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.199882;0.006511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.250125;0.006999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.299931;0.007512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.350334;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.399923;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.450102;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.499885;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.550204;0.005998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.599913;0.006510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.650095;0.005003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.700059;0.006511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.750071;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.800084;0.006003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.849967;0.006523;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.900061;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.949900;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.000098;0.007517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.049993;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.100084;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.149943;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.200095;0.007514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.249974;0.006004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.300050;0.007003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.350088;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.400111;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.450162;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.499952;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.550111;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.599946;0.006512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.650132;0.006507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.699983;0.005014;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.750119;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.799960;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.850161;0.005509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.900120;0.007000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.950085;0.006512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.000140;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.050015;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.100106;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.149967;0.006004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.200007;0.004996;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.250161;0.004510;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.300121;0.005003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.349967;0.006503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.400161;0.006012;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.450187;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.499996;0.006517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.550002;0.006005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.600129;0.005998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.650261;0.005511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.700026;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.750144;0.006517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.800175;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.850086;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.900176;0.005996;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.950021;0.006012;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.000157;0.006999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.050271;0.005997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.100027;0.005513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
