sample_time;computation_time;detection;fpic_rank;fpim_rank;fwaf_rank;fiml_rank;fx_rank;det;diff
0.000000;0.008518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.050159;0.005998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.100158;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.150060;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.200140;0.005504;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.250034;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.300385;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.350004;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.400195;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.450043;0.004177;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.500387;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.550027;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.600171;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.650180;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.700201;0.005503;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.750155;0.006007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.800058;0.005998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.850194;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.900070;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.950184;0.006999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.000051;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.050172;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.100061;0.004997;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.150216;0.006514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.200192;0.007005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.250221;0.011033;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.300254;0.007000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.350080;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.400267;0.005008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.450078;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.500256;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.550100;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.600229;0.006520;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.650269;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
