sample_time,computation_time,detection,fpic_rank,fpim_rank,fwaf_rank,fiml_rank,fx_rank
3.200306,0.007512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.250388,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.300562,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.350318,0.006011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.400330,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.450250,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.500344,0.008520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.550205,0.005508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.600631,0.006009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.650251,0.004996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.700359,0.005016,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.750192,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.800357,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.850262,0.005011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.900347,0.006077,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.950184,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.000359,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.050461,0.004992,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.100387,0.005505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.150609,0.006011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.200319,0.007009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.250430,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.300219,0.007520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.350385,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.400239,0.005994,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.450451,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.500226,0.006508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.550365,0.005004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.600254,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.650460,0.006521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.700229,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.750395,0.005530,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.800429,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.850752,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.900429,0.005528,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.950249,0.005992,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.000477,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.050339,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.100438,0.006005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.150264,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.200415,0.004511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.250344,0.007007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.300668,0.005512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.350306,0.005015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.400435,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.450527,0.006013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.500418,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.550484,0.006217,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.600309,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.650505,0.005528,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.700310,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.750456,0.005527,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.800353,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.850517,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.900316,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.950479,0.006013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.000621,0.007997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.050560,0.006528,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.100333,0.005996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.150496,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.200520,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.250416,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.300543,0.008006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.350346,0.006523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.400490,0.007998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.450429,0.007518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.500525,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.550341,0.006507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.600519,0.007009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.650428,0.005997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.700532,0.005006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.750555,0.008003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.800525,0.007520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.850610,0.008529,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.900379,0.007592,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.950554,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.000416,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.050619,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.100396,0.005521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.150519,0.005997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.200403,0.005513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.250638,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.300543,0.005506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.350564,0.006014,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.400588,0.005996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.450461,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.500581,0.006008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.550464,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.600593,0.005505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.650481,0.005012,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.700562,0.007521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.750426,0.006997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.800569,0.008007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.850522,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.900618,0.006515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.950490,0.007507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.000630,0.008007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.050662,0.007520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.100877,0.008004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.150629,0.005995,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.200516,0.007011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.250677,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.300487,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.350606,0.006513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.400465,0.006005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.450699,0.004994,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.500482,0.006003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.550604,0.007525,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.601058,0.006997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.650708,0.006511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.700484,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.750624,0.006997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.800534,0.007999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.850726,0.007516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.900630,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.950649,0.008005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.000667,0.007004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.050555,0.005502,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.100659,0.006009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.150543,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.200699,0.007523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.250589,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.300670,0.006005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.350551,0.006003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.400709,0.006519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.450620,0.006513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.500683,0.008002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.550707,0.007522,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.600658,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.650734,0.006997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.700567,0.008003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.750708,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.800598,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.850787,0.007070,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.900554,0.007515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.950719,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.000571,0.006009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.050775,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.100585,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.150733,0.007073,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.200590,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.250776,0.007514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.300588,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.350723,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.400683,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.450838,0.006004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.500583,0.008004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.551134,0.007522,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.600772,0.008000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.650801,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.700766,0.007532,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.750753,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.800770,0.008506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.850822,0.006008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.900791,0.006519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.950624,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.000652,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.051071,0.005514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.100795,0.008002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.150796,0.007011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.200668,0.007999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.250850,0.005526,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.300802,0.007996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.350654,0.006997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.401063,0.008514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.450873,0.007009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.500686,0.008001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.550791,0.007525,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.600699,0.007521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.650858,0.009509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.700666,0.009013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.750810,0.009999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.800839,0.009010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.850723,0.008508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.900854,0.008010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.950797,0.007518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.000778,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.050883,0.008003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.100843,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.150851,0.008323,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.200716,0.007510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.250754,0.008002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.300743,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.350695,0.007527,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.400717,0.006997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.450780,0.005010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.500873,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.550706,0.006520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.600761,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.650938,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.701181,0.005509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.750757,0.005010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.800759,0.006005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.850971,0.004998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.900746,0.005507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.950821,0.005013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.000912,0.005066,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.050812,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.100915,0.004993,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.150752,0.004504,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.200903,0.006014,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.250949,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.300755,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.350914,0.006010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.400939,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.450848,0.004518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.500807,0.006005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.550926,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.601179,0.005527,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.651024,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.700959,0.007005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.750919,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.800999,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.851025,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.901176,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.950828,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.000957,0.006507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.051273,0.005005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.100949,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.151024,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.201382,0.005010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.251057,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.300850,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.350964,0.005511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.400878,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.451025,0.005509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.501014,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.550833,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.601050,0.005007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.650896,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.700985,0.006513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.751008,0.005525,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.800891,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.851093,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.900989,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.950900,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.000895,0.005522,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.050911,0.004998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.101036,0.006008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.151043,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.201034,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.251113,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.301059,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.351061,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.401086,0.007521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.451087,0.007010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.500927,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.550895,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.600944,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.650962,0.006516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.700911,0.008002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.750895,0.005507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.800955,0.005010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.851104,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.901069,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.951074,0.006009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.001107,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.051381,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.100936,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.150951,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.201056,0.004517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.251423,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.301114,0.007009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.351075,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.400986,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.451060,0.004511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.501387,0.005510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.551128,0.008002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.600980,0.005507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.651047,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.701117,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.751134,0.005005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.801132,0.005009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.851379,0.004996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.900966,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
16.951152,0.006054,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.001186,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.051055,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.101029,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.151137,0.005507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.201166,0.005013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.251645,0.007998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.301024,0.007509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.351141,0.005506,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.401406,0.006005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.451057,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.501158,0.004997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.551214,0.005512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.601056,0.005007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.651114,0.006994,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.701197,0.006012,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.751200,0.005997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.801325,0.005511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.851274,0.005003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.901205,0.005997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
17.951073,0.006514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.001298,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.051247,0.005008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.101091,0.006961,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.151201,0.005888,0,0.000000,0.000000,0.000000,0.000000,0.000000 
18.201452,0.005300,0,0.000000,0.000000,0.000000,0.000000,0.000000 
