sample_time;computation_time;detection;fpic_rank;fpim_rank;fwaf_rank;fiml_rank;fx_rank;det;diff
0.000000;0.008519;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.049759;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.099912;0.005006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.149920;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.199742;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.249764;0.003507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.299901;0.004001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.349916;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.399797;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.449918;0.004509;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.499931;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.549777;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.599912;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.650136;0.005026;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.699781;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.749941;0.005511;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.799798;0.005641;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.849945;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.899915;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.949803;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
0.999905;0.003999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
1.049795;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
