sample_time,computation_time,detection,fpic_rank,fpim_rank,fwaf_rank,fiml_rank,fx_rank
0.000000,0.007999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.049874,0.004997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.099988,0.005515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.149867,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.200012,0.006010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.249876,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.300034,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.349857,0.006517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.400002,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.449891,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.500007,0.006529,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.550387,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.600041,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.649876,0.007521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.700068,0.007509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.750041,0.008009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.800054,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.850047,0.006520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.899924,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.950028,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.999909,0.008008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.050046,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.099917,0.007518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.150077,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.200459,0.005514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.250088,0.006014,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.299956,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.350083,0.008516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.400257,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.449952,0.006523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.500102,0.007996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.549954,0.007514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.600096,0.008000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.649963,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.700102,0.008009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.749964,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.800068,0.008523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.849954,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.900095,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.950096,0.007515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.000096,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.050113,0.004509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.099990,0.007007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.150115,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.200000,0.006517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.250130,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.299978,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.350156,0.006518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.400004,0.005997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.450145,0.006016,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.500011,0.006995,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.550124,0.007517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.600021,0.015001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.650267,0.008532,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.700338,0.007998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.750028,0.008530,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.800172,0.008509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.850034,0.008011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.900163,0.006508,0,0.000000,0.000000,0.000000,0.000000,0.000000 
2.950020,0.008011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.000177,0.008001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.050020,0.008011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.100192,0.007998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.150019,0.008514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.200144,0.006510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.250072,0.009011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.300174,0.008005,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.350054,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.400174,0.008513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.450074,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.500175,0.007512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.550390,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.600085,0.008003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.650197,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.700050,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.750452,0.007010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.800075,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.850242,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.900084,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
3.950452,0.005996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.000070,0.007540,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.050245,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.100223,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.150245,0.005995,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.200212,0.006510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.250072,0.008004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.300234,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.350094,0.006519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.400481,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.450095,0.007015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.500241,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.550276,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.600286,0.004509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.650100,0.006003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.700277,0.005516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.750142,0.008013,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.800264,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.850195,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.900257,0.006522,0,0.000000,0.000000,0.000000,0.000000,0.000000 
4.950140,0.006505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.000251,0.008006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.050300,0.006513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.100161,0.008004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.150296,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.200177,0.007009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.250304,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.300180,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.350723,0.004514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.400173,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.450235,0.005998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.500317,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.550323,0.005519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.600268,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.650197,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.700353,0.005519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.750319,0.007507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.800186,0.006010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.850305,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.900318,0.006504,0,0.000000,0.000000,0.000000,0.000000,0.000000 
5.950187,0.008007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.000324,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.050524,0.007009,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.100210,0.006254,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.150343,0.005332,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.200208,0.006462,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.250404,0.006342,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.300236,0.006382,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.350343,0.005583,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.400344,0.005745,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.450243,0.005520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.500410,0.003999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.550408,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.600389,0.005513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.650224,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.700230,0.004516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.750596,0.007007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.800254,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.850265,0.005105,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.900251,0.007006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
6.950241,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.000266,0.006517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.050326,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.100400,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.150389,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.200428,0.004519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.250274,0.004999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.300399,0.007629,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.350432,0.003995,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.400300,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.450470,0.006516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.500469,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.550597,0.006003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.600408,0.006521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.650289,0.005997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.700582,0.005004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.750458,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.800322,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.850696,0.004514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.900460,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
7.950303,0.006996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.000333,0.006514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.050556,0.006006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.100434,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.150446,0.005515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.200474,0.004000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.250458,0.005507,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.300482,0.006007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.350323,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.400325,0.005517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.450489,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.500532,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.550503,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.600355,0.006011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.650662,0.004997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.700604,0.006518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.750337,0.004995,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.800493,0.004510,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.850366,0.005003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.900495,0.007007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
8.950395,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.000540,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.050529,0.006515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.100584,0.006004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.150495,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.200503,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.250403,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.300742,0.009519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.350541,0.007008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.400529,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.450376,0.006001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.500391,0.005519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.550376,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.600406,0.004997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.650394,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.700410,0.006523,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.750441,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.800415,0.007513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.850879,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.900407,0.009524,0,0.000000,0.000000,0.000000,0.000000,0.000000 
9.950435,0.008996,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.000409,0.010524,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.050447,0.031265,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.100428,0.032114,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.150474,0.011643,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.200547,0.012179,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.250592,0.015771,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.300818,0.011020,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.350608,0.014517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.400567,0.012058,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.450575,0.018313,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.500961,0.011731,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.550478,0.015733,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.600529,0.012299,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.650603,0.007361,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.700859,0.010103,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.750806,0.008626,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.800690,0.008612,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.850489,0.007610,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.900653,0.009016,0,0.000000,0.000000,0.000000,0.000000,0.000000 
10.950625,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.000621,0.008527,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.050484,0.006509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.100491,0.007015,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.150622,0.006516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.200617,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.250617,0.007514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.300520,0.007585,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.350494,0.008001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.400828,0.006505,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.450654,0.007010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.501006,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.550498,0.009001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.600675,0.010520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.650679,0.009516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.700548,0.009515,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.750556,0.009691,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.800657,0.009512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.850861,0.009011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.900532,0.010010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
11.950692,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.000684,0.010516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.050547,0.006998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.100554,0.010527,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.150859,0.007998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.200702,0.009518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.250571,0.008516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.300701,0.009000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.350686,0.006521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.401081,0.008999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.450618,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.500716,0.012010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.550549,0.006516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.600577,0.009002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.650713,0.007521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.700789,0.007006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.750587,0.007001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.800699,0.006511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.850780,0.006014,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.900606,0.006516,0,0.000000,0.000000,0.000000,0.000000,0.000000 
12.950753,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.000606,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.050611,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.101014,0.006520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.150724,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.200848,0.008006,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.250741,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.300633,0.008521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.350740,0.007999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.400636,0.006509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.450926,0.009023,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.500785,0.008000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.550652,0.007519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.600783,0.006518,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.650643,0.007998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.700866,0.007509,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.750791,0.008011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.800644,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.851012,0.007012,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.900634,0.005994,0,0.000000,0.000000,0.000000,0.000000,0.000000 
13.950782,0.006513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.000648,0.007002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.050816,0.004998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.100781,0.004517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.150818,0.007011,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.200777,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.250820,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.301078,0.006520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.350708,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.400838,0.007154,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.450692,0.006521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.500845,0.006994,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.550697,0.006999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.600828,0.007003,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.650705,0.007007,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.700836,0.006000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.750718,0.006519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.800872,0.006002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.851047,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.900874,0.005999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
14.951254,0.005519,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.000733,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.051107,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.100696,0.006521,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.150855,0.006511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
15.201061,0.006010,0,0.000000,0.000000,0.000000,0.000000,0.000000 
