sample_time,computation_time,detection,fpic_rank,fpim_rank,fwaf_rank,fiml_rank,fx_rank
0.000000,0.007000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.049963,0.004512,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.100095,0.005001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.150028,0.005008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.199895,0.004998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.250019,0.004998,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.299972,0.003517,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.350016,0.003999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.399916,0.004000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.450063,0.004997,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.499975,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.550041,0.006511,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.599917,0.005000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.650051,0.005004,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.700129,0.004001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.750332,0.005002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.800049,0.003999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.849909,0.003514,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.900128,0.003520,0,0.000000,0.000000,0.000000,0.000000,0.000000 
0.949909,0.004000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.000070,0.004000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.049918,0.003000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.100128,0.004513,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.149941,0.004001,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.200090,0.002999,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.249943,0.004000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.300149,0.004008,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.350104,0.004034,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.400075,0.004000,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.450077,0.003002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.500018,0.004577,0,0.000000,0.000000,0.000000,0.000000,0.000000 
1.550073,0.004002,0,0.000000,0.000000,0.000000,0.000000,0.000000 
